company,type,rating,reviewers,age,highly_ratedFOR,critically_ratedFOR,Pos-Work Life Balance,Pos-Company Culture,Pos-Appraisal,Pos-Learning,Pos-Work Satisfaction,Pos-Salary & Benefits,Pos-Promotions,Pos-Job Security,Pos-Skill Development,Con-Work Life Balance,Con-Company Culture,Con-Appraisal,Con-Learning,Con-Work Satisfaction,Con-Salary & Benefits,Con-Promotions,Con-Job Security,Con-Skill Development
SBI Life Insurance Company,Insurance ,3.9,3.3k Reviews,23.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Optum,Healthcare ,4.0,3.3k Reviews,47.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Ecom Express,Logistics ,4.1,3.3k Reviews,12.0,"Skill Development / Learning, Work Life Balance, Company Culture",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nagarjuna Construction Company,Engineering & Construction ,4.2,3.3k Reviews,26.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Dell,Consumer Electronics & Appliances ,4.2,3.3k Reviews,40.0,"Company Culture, Work Life Balance, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bajaj Auto,Automobile ,3.9,3.3k Reviews,79.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KEC International,Engineering & Construction ,4.1,3.2k Reviews,79.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Future Group,Retail ,4.3,3.2k Reviews,11.0,"Skill Development / Learning, Company Culture, Work Life Balance",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Piramal Capital Housing Finance,NBFC ,4.2,3.2k Reviews,4.0,"Company Culture, Skill Development / Learning, Work Life Balance",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aditya Birla Fashion and Retail,Fashion & Textile ,4.2,3.2k Reviews,9.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Muthoot Fincorp,NBFC ,4.1,3.2k Reviews,137.0,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
Royal Enfield,Automobile ,4.3,3.1k Reviews,123.0,"Skill Development / Learning, Company Culture, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
L&T Finance,NBFC ,4.0,3.1k Reviews,30.0,"Salary & Benefits, Skill Development / Learning",No-Data,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Viatris,Pharma ,4.3,3k Reviews,4.0,"Salary & Benefits, Job Security, Work Life Balance",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Tata Communications,Telecom ,4.2,3k Reviews,38.0,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Samvardhana Motherson Group,Auto Components ,3.8,3k Reviews,38.0,Job Security,No-Data,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Intas Pharmaceuticals,Pharma ,4.2,3k Reviews,47.0,"Job Security, Salary & Benefits, Work Life Balance",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LG Electronics,Consumer Electronics & Appliances ,4.1,3k Reviews,66.0,"Job Security, Skill Development / Learning, Salary & Benefits",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Varun Beverages,Beverage ,4.1,3k Reviews,29.0,"Job Security, Salary & Benefits",Promotions / Appraisal,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
John Deere,Industrial Machinery ,4.3,3k Reviews,23.0,"Company Culture, Skill Development / Learning, Work Life Balance",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kogta Financial India Limited,NBFC ,4.8,3k Reviews,28.0,"Company Culture, Work Life Balance, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Persistent Systems,IT Services & Consulting ,3.8,3k Reviews,34.0,Company Culture,Promotions / Appraisal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Godrej & Boyce Manufacturing,Engineering & Construction ,3.9,2.9k Reviews,127.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Randstad,Recruitment ,3.9,2.9k Reviews,32.0,"Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Thermax Limited,Industrial Machinery ,4.2,2.9k Reviews,58.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Hetero Drugs,Pharma ,3.9,2.9k Reviews,31.0,Job Security,"Promotions / Appraisal, Salary & Benefits",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Deutsche Bank,Banking ,4.1,2.9k Reviews,154.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Macleods Pharmaceuticals,Pharma ,3.8,2.9k Reviews,38.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Havells,Electrical Equipment ,4.1,2.9k Reviews,41.0,"Work Life Balance, Salary & Benefits, Company Culture",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CARS24,Internet ,3.7,2.9k Reviews,9.0,"Job Security, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Team Lease,Recruitment ,4.0,2.8k Reviews,8.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sodexo,Facility Management Services ,4.1,2.8k Reviews,16.0,"Company Culture, Skill Development / Learning, Work Life Balance",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Subros,Auto Components ,4.0,2.8k Reviews,39.0,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal",0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
Abbott,Pharma ,4.1,2.8k Reviews,136.0,"Company Culture, Salary & Benefits, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
VE Commercial Vehicles,Automobile ,4.1,2.8k Reviews,16.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Indian Oil Corporation,Oil & Gas ,4.5,2.8k Reviews,65.0,"Company Culture, Work Life Balance, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Whitehat jr,EdTech ,3.5,2.8k Reviews,6.0,"Job Security, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Ford Motor,Automobile ,4.5,2.8k Reviews,121.0,"Company Culture, Work Life Balance, Salary & Benefits",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tata Capital,NBFC ,4.2,2.8k Reviews,17.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Automatic Data Processing (ADP),Software Product ,4.1,2.8k Reviews,75.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bharat Electronics,Electronics Manufacturing ,4.2,2.7k Reviews,70.0,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Cummins,Industrial Machinery ,4.4,2.7k Reviews,105.0,"Company Culture, Work Life Balance, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Access Healthcare,IT Services & Consulting ,4.0,2.7k Reviews,13.0,"Job Security, Company Culture",No-Data,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ITC Infotech,IT Services & Consulting ,3.7,2.7k Reviews,24.0,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
R1 RCM,Healthcare ,4.0,2.7k Reviews,17.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
American Express,Financial Services ,4.3,2.7k Reviews,174.0,"Company Culture, Work Life Balance, Salary & Benefits",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alembic Pharmaceuticals,Pharma ,4.0,2.7k Reviews,117.0,"Salary & Benefits, Work Life Balance",No-Data,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pidilite Industries,Chemicals ,4.4,2.7k Reviews,65.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tata AIA Life Insurance,Insurance ,4.1,2.7k Reviews,23.0,"Job Security, Salary & Benefits, Skill Development / Learning",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
UnitedHealth,Healthcare ,4.1,2.7k Reviews,47.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hindalco Industries,Metals & Mining ,4.3,2.7k Reviews,66.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Alkem Laboratories,Pharma ,4.0,2.6k Reviews,51.0,No-Data,No-Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aakash Educational Services,EdTech ,3.6,2.6k Reviews,36.0,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",No-Data,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Publicis Sapient,IT Services & Consulting ,3.6,2.6k Reviews,34.0,"Promotions / Appraisal, Job Security, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Atos,IT Services & Consulting ,3.8,2.6k Reviews,27.0,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
DCB Bank,Banking ,3.9,2.6k Reviews,94.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Utkarsh Small Finance Bank,Banking ,4.0,2.6k Reviews,15.0,Job Security,No-Data,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hindustan Coca Cola Beverages,Beverage ,4.3,2.6k Reviews,27.0,"Skill Development / Learning, Job Security, Salary & Benefits",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Indian Air Force,Defence & Aerospace ,4.7,2.6k Reviews,92.0,"Job Security, Skill Development / Learning, Salary & Benefits",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Vishal Mega Mart,Retail ,3.9,2.6k Reviews,16.0,Salary & Benefits,"Company Culture, Work Satisfaction, Job Security",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
Barclays,Banking ,4.0,2.6k Reviews,334.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Berger Paints,Chemicals ,3.8,2.6k Reviews,101.0,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",No-Data,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Glenmark Pharmaceuticals,Pharma ,4.0,2.6k Reviews,47.0,"Skill Development / Learning, Job Security, Salary & Benefits",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Marpu Foundation,Non-Profit ,4.9,2.5k Reviews,8.0,"Company Culture, Work Satisfaction, Skill Development / Learning",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ipca Laboratories,Pharma ,4.0,2.5k Reviews,75.0,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
Jindal Steel and Power,Iron & Steel ,4.0,2.5k Reviews,45.0,"Skill Development / Learning, Job Security",Promotions / Appraisal,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Bank of America,Banking ,4.4,2.5k Reviews,26.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DTDC Express,Logistics ,3.8,2.5k Reviews,34.0,"Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Maersk,Logistics ,4.3,2.5k Reviews,120.0,"Company Culture, Work Life Balance, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ABB Group,Industrial Automation ,4.1,2.5k Reviews,36.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
24/7 Customer,BPO ,3.6,2.5k Reviews,24.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Aarti Industries,Agro Chemicals ,4.2,2.5k Reviews,49.0,"Job Security, Work Life Balance, Skill Development / Learning",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Honda Motorcycle & Scooter,Automobile ,4.2,2.5k Reviews,23.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wipro Infotech,IT Services & Consulting ,4.0,2.5k Reviews,79.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Carelon Global Solutions,IT Services & Consulting ,4.0,2.5k Reviews,,"Job Security, Salary & Benefits, Company Culture",No-Data,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Johnson Controls,Industrial Automation ,3.7,2.5k Reviews,139.0,"Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HDFC Ergo General Insurance,Insurance ,4.1,2.5k Reviews,22.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NatWest Group,Banking ,4.0,2.5k Reviews,,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
PolicyBazaar,Internet ,3.5,2.5k Reviews,16.0,"Work Life Balance, Promotions / Appraisal, Company Culture",No-Data,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MRF Tyres,Auto Components ,3.8,2.5k Reviews,78.0,Job Security,"Company Culture, Work Satisfaction, Work Life Balance",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
CMS IT Services,IT Services & Consulting ,3.2,2.5k Reviews,10.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Cogent E Services,BPO ,3.4,2.5k Reviews,20.0,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
RBL Bank,Banking ,3.8,2.5k Reviews,81.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paras Hospital,Healthcare ,4.6,2.5k Reviews,18.0,"Skill Development / Learning, Company Culture, Work Life Balance",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Reliance Nippon Life Insurance,Insurance ,3.9,2.5k Reviews,24.0,No-Data,No-Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reliance Digital,Retail ,4.2,2.4k Reviews,17.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PNB MetLife,Insurance ,3.5,2.4k Reviews,23.0,"Job Security, Work Satisfaction, Promotions / Appraisal",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Jubilant Foods Works,Hospitality ,3.9,2.4k Reviews,29.0,"Skill Development / Learning, Salary & Benefits",No-Data,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
GeBBS Healthcare Solutions,BPO ,3.7,2.4k Reviews,19.0,Job Security,"Promotions / Appraisal, Salary & Benefits",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Escorts Kubota Limited,Automobile ,4.1,2.4k Reviews,80.0,"Skill Development / Learning, Company Culture, Work Life Balance",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wipro Consumer Care & Lighting,FMCG ,3.9,2.4k Reviews,79.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Ceat Tyres,Auto Components ,4.1,2.4k Reviews,66.0,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Kotak Mahindara Life Insurance,Insurance ,3.9,2.4k Reviews,23.0,Job Security,No-Data,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dabur,FMCG ,3.8,2.4k Reviews,140.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Axis Direct,Financial Services ,3.9,2.4k Reviews,13.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Conduent,BPO ,3.6,2.4k Reviews,7.0,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",No-Data,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JK Cement,Building Material ,4.2,2.4k Reviews,50.0,"Salary & Benefits, Company Culture, Job Security",No-Data,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
InterGlobe Aviation,Aviation ,3.6,2.4k Reviews,19.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Synechron,IT Services & Consulting ,3.7,2.4k Reviews,23.0,"Salary & Benefits, Skill Development / Learning",Job Security,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Shoppers Stop,Retail ,4.1,2.3k Reviews,33.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Birlasoft,IT Services & Consulting ,3.8,2.3k Reviews,29.0,"Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ACC,Building Material ,3.9,2.3k Reviews,88.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HARMAN,Consumer Electronics & Appliances ,3.8,2.3k Reviews,15.0,Work Life Balance,Promotions / Appraisal,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Lenskart,Internet ,3.3,2.3k Reviews,14.0,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",No-Data,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ArcelorMittal Nippon Steel,Iron & Steel ,4.1,2.3k Reviews,,"Job Security, Skill Development / Learning, Work Life Balance",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Reliance SMSL,BPO ,4.0,2.3k Reviews,17.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",Promotions / Appraisal,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
GATI-KWE,Logistics ,4.0,2.3k Reviews,12.0,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Indiabulls Home Loans,NBFC ,3.9,2.3k Reviews,19.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PepsiCo,Food Processing ,4.2,2.3k Reviews,59.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
KPIT Technologies,Software Product ,3.6,2.3k Reviews,34.0,"Promotions / Appraisal, Job Security, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
UPL,Agro Chemicals ,4.2,2.3k Reviews,55.0,"Job Security, Skill Development / Learning, Work Life Balance",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
S&P Global,Analytics & KPO ,4.2,2.3k Reviews,164.0,"Company Culture, Work Life Balance, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Torrent Pharmaceuticals,Pharma ,4.0,2.3k Reviews,53.0,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Dilip Buildcon,Engineering & Construction ,4.0,2.2k Reviews,37.0,"Skill Development / Learning, Work Satisfaction",No-Data,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
RSPL Group,FMCG ,4.2,2.2k Reviews,36.0,"Job Security, Skill Development / Learning, Work Life Balance",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Tech Mahindra Business Services,BPO ,3.5,2.2k Reviews,21.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Titan Company,Retail ,4.4,2.2k Reviews,40.0,"Company Culture, Job Security, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Square Yards,Internet ,3.9,2.2k Reviews,11.0,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",No-Data,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
TVS Credit,NBFC ,4.5,2.2k Reviews,16.0,"Skill Development / Learning, Work Life Balance, Job Security",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Wipro Enterprises Ltd,IT Services & Consulting ,3.9,2.2k Reviews,79.0,"Job Security, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
Tata AIG,Insurance ,4.2,2.2k Reviews,24.0,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
EY Global Delivery Services ( EY GDS),Accounting & Auditing ,3.7,2.2k Reviews,22.0,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Satisfaction, Work Life Balance",0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0
Bajaj Electricals,Consumer Electronics & Appliances ,4.1,2.2k Reviews,86.0,"Salary & Benefits, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Birla Sun Life Insurance,Insurance ,4.2,2.2k Reviews,24.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IDFC FIRST Bharat,NBFC ,4.6,2.2k Reviews,8.0,"Salary & Benefits, Job Security, Company Culture",No-Data,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Statestreet HCL Services,BPO ,3.3,2.2k Reviews,12.0,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
Alstom Transportation,Engineering & Construction ,3.9,2.2k Reviews,96.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
IGT Solutions,BPO ,3.4,2.2k Reviews,26.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Afcons Infrastructure,Engineering & Construction ,4.4,2.2k Reviews,65.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Apollo Tyres,Auto Components ,4.1,2.2k Reviews,52.0,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Mankind Pharma,Pharma ,4.1,2.2k Reviews,29.0,"Salary & Benefits, Skill Development / Learning, Job Security",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Simplex Infrastructures,Engineering & Construction ,3.3,2.1k Reviews,100.0,"Salary & Benefits, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,Hospitality ,4.0,2.1k Reviews,64.0,"Skill Development / Learning, Salary & Benefits",No-Data,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Suzlon Group,Power ,4.2,2.1k Reviews,29.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Capita,IT Services & Consulting ,3.8,2.1k Reviews,19.0,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Zensar Technologies,IT Services & Consulting ,3.8,2.1k Reviews,23.0,Work Life Balance,Promotions / Appraisal,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Flex,Electronics Manufacturing ,4.2,2.1k Reviews,55.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
State Street Corporation,Financial Services ,3.8,2.1k Reviews,232.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Max Healthcare,Healthcare ,4.2,2.1k Reviews,23.0,"Skill Development / Learning, Job Security, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
KocharTech,IT Services & Consulting ,4.1,2.1k Reviews,29.0,"Skill Development / Learning, Company Culture, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Huawei Technologies,Telecom ,4.0,2.1k Reviews,22.0,"Salary & Benefits, Skill Development / Learning",Job Security,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Bajaj Allianz General Insurance,Insurance ,4.0,2.1k Reviews,,"Skill Development / Learning, Company Culture, Salary & Benefits",No-Data,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
